param,shape0,shape1,rank_max,n_sigma,method,effective_rank,stable_rank,spectral_norm,frobenius_norm,sigma_sum,erank_over_rankmax,optimizer,chinchilla,run_name
embeddings.weight,100352,256,256,256,gram_exact,230.6098377257028,25.12718270500558,337.50823974609375,1688.47412109375,24215.330078125,0.9008196786160265,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.attention.w_q.weight,256,256,256,256,gram_exact,173.6103681543859,18.062262912912548,5.604400157928467,23.81854248046875,282.840576171875,0.6781655006030699,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.attention.w_k.weight,256,256,256,256,gram_exact,173.55399605023734,8.896403157365283,7.575218200683594,22.59449005126953,266.01953125,0.6779452970712396,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.attention.w_v.weight,256,256,256,256,gram_exact,207.81392881937992,72.28531047243486,3.240659713745117,27.55229377746582,376.9429626464844,0.8117731594507028,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.attention.w_out.weight,256,256,256,256,gram_exact,204.241152308984,46.98413454941909,3.750624895095825,25.70859718322754,347.0882873535156,0.7978170012069687,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.feed_forward.w1.weight,1024,256,256,256,gram_exact,241.73957463161526,69.19444832121451,8.588521957397461,71.44276428222656,1081.96044921875,0.9442952134047471,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.feed_forward.w2.weight,256,1024,256,256,gram_exact,240.59771503468278,60.005346254499216,4.1194891929626465,31.911029815673828,481.5052795410156,0.9398348243542296,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.0.feed_forward.w3.weight,1024,256,256,256,gram_exact,241.95405655062345,78.10563139366016,8.04748249053955,71.12222290039062,1078.391845703125,0.9451330334008728,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.1.attention.w_q.weight,256,256,256,256,gram_exact,181.04959878657183,19.316251172898983,5.6913065910339355,25.013416290283203,307.9004821777344,0.7072249952600462,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.1.attention.w_k.weight,256,256,256,256,gram_exact,185.11721805727166,10.356867674446104,6.705200672149658,21.578737258911133,268.0456848144531,0.7231141330362174,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.1.attention.w_v.weight,256,256,256,256,gram_exact,198.90893869360812,40.77639650691816,4.6365156173706055,29.607036590576172,391.36077880859375,0.7769880417719067,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
blocks.1.attention.w_out.weight,256,256,256,256,gram_exact,195.89347242045963,44.6483291400991,4.4276533126831055,29.585237503051758,385.59002685546875,0.7652088766424204,muon,1,MuonExpt3-0.06B-chinchilla-1-muon-muonlr1.4e-2-adamwlr1.4e-2-wsd
