param,shape0,shape1,rank_max,n_sigma,method,effective_rank,stable_rank,spectral_norm,frobenius_norm,sigma_sum,erank_over_rankmax,optimizer,chinchilla,run_name
embeddings.weight,100352,256,256,256,gram_exact,243.42540759949958,30.17252417578482,512.3765869140625,2810.419921875,42627.46484375,0.9508804984355452,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.attention.w_q.weight,256,256,256,256,gram_exact,142.5479026142048,8.126418265143325,9.389445304870605,26.76628875732422,281.02032470703125,0.5568277445867374,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.attention.w_k.weight,256,256,256,256,gram_exact,144.84583740632485,8.297367258965687,8.577086448669434,24.70638084411621,257.7696533203125,0.5658040523684564,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.attention.w_v.weight,256,256,256,256,gram_exact,191.09040001715127,45.97650363026574,4.697854042053223,31.854171752929688,407.5093994140625,0.7464468750669971,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.attention.w_out.weight,256,256,256,256,gram_exact,194.2766814905602,11.435248457512703,10.30587100982666,34.850337982177734,446.03564453125,0.7588932870725008,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.feed_forward.w1.weight,1024,256,256,256,gram_exact,226.5095522849227,14.417683051524778,20.450824737548828,77.65382385253906,1090.6317138671875,0.8848029386129793,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.feed_forward.w2.weight,256,1024,256,256,gram_exact,241.23190027438596,30.610097343112727,12.744491577148438,70.51126098632812,1063.0306396484375,0.9423121104468202,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.0.feed_forward.w3.weight,1024,256,256,256,gram_exact,237.0728467522265,46.9643095340659,10.195152282714844,69.86851501464844,1037.9532470703125,0.9260658076258848,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.attention.w_q.weight,256,256,256,256,gram_exact,145.44232623248783,11.710253809342854,7.176754474639893,24.558975219726562,267.0847473144531,0.5681340868456556,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.attention.w_k.weight,256,256,256,256,gram_exact,149.31712277600423,7.910921962834824,8.06920337677002,22.695711135864258,246.17584228515625,0.5832700108437665,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.attention.w_v.weight,256,256,256,256,gram_exact,184.22654161109915,29.84329765520316,6.083654880523682,33.234344482421875,415.362548828125,0.7196349281683561,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.attention.w_out.weight,256,256,256,256,gram_exact,183.40906795297172,30.03927343192866,5.2812299728393555,28.945356369018555,361.9994201660156,0.7164416716912958,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.feed_forward.w1.weight,1024,256,256,256,gram_exact,228.00609914596987,29.252087684474514,13.525949478149414,73.15609741210938,1043.4649658203125,0.8906488247889448,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.feed_forward.w2.weight,256,1024,256,256,gram_exact,234.07671651129502,17.533812946967654,17.19246482849121,71.99130249023438,1049.4749755859375,0.9143621738722462,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.1.feed_forward.w3.weight,1024,256,256,256,gram_exact,235.38026645284702,64.36162212979735,8.564138412475586,68.7069091796875,1016.23046875,0.9194541658314337,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.attention.w_q.weight,256,256,256,256,gram_exact,123.89276541543538,17.02984370967269,5.466954708099365,22.56058692932129,223.75790405273438,0.48395611490404444,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.attention.w_k.weight,256,256,256,256,gram_exact,143.30519783793196,13.138470475636508,6.099656105041504,22.109420776367188,235.56661987304688,0.5597859290544217,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.attention.w_v.weight,256,256,256,256,gram_exact,184.59728995241446,37.50473841000354,5.386573314666748,32.98792266845703,412.75537109375,0.721083163876619,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.attention.w_out.weight,256,256,256,256,gram_exact,177.56630371825915,23.383905364454428,6.175604820251465,29.863245010375977,364.7466125488281,0.6936183738994498,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.feed_forward.w1.weight,1024,256,256,256,gram_exact,235.09415496050926,25.952801684983953,14.389795303344727,73.30789184570312,1077.184814453125,0.9183365428144893,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.feed_forward.w2.weight,256,1024,256,256,gram_exact,228.77512370104265,21.14677811732987,16.22998046875,74.63536071777344,1066.8013916015625,0.8936528269571978,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.2.feed_forward.w3.weight,1024,256,256,256,gram_exact,239.3464934337286,74.35742375362422,7.941282749176025,68.47882080078125,1028.648193359375,0.9349472399755023,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.attention.w_q.weight,256,256,256,256,gram_exact,83.39695309430164,18.76093608825036,4.033904552459717,17.472322463989258,141.62863159179688,0.32576934802461577,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.attention.w_k.weight,256,256,256,256,gram_exact,91.22940502213324,22.692984387680166,4.25700569152832,20.279157638549805,163.73744201660156,0.35636486336770795,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.attention.w_v.weight,256,256,256,256,gram_exact,174.55700188860723,22.241658535430954,6.165313720703125,29.076223373413086,352.2500915527344,0.681863288627372,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.attention.w_out.weight,256,256,256,256,gram_exact,164.89330183302152,14.801088425765627,6.7613677978515625,26.012439727783203,304.704345703125,0.6441144602852403,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.feed_forward.w1.weight,1024,256,256,256,gram_exact,234.40725523217594,27.59041880426028,12.875362396240234,67.63037109375,992.643310546875,0.9156533407506873,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.feed_forward.w2.weight,256,1024,256,256,gram_exact,239.82599625605397,54.70207258504976,9.58871841430664,70.91964721679688,1065.466552734375,0.9368202978752108,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.3.feed_forward.w3.weight,1024,256,256,256,gram_exact,240.39693021599007,69.91528251910532,8.28850269317627,69.30519104003906,1045.0419921875,0.9390505086562112,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.attention.w_q.weight,256,256,256,256,gram_exact,148.3413098311189,17.33698208370708,6.8789544105529785,28.642311096191406,306.9830017089844,0.5794582415278082,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.attention.w_k.weight,256,256,256,256,gram_exact,172.36255444948245,17.93379141158811,5.803050518035889,24.574914932250977,290.9593505859375,0.6732912283182908,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.attention.w_v.weight,256,256,256,256,gram_exact,194.25266325611457,49.205081581435046,4.770879745483398,33.46590805053711,434.9361572265625,0.7587994658441976,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.attention.w_out.weight,256,256,256,256,gram_exact,181.51812029469266,10.833619924517233,9.815571784973145,32.30735397338867,397.0282287597656,0.7090551574011432,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.feed_forward.w1.weight,1024,256,256,256,gram_exact,234.5956322477582,33.36331982400016,11.186103820800781,64.61238098144531,948.6726684570312,0.9163891884678055,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.feed_forward.w2.weight,256,1024,256,256,gram_exact,234.94485413251067,27.4688079443307,13.238441467285156,69.38409423828125,1020.7218627929688,0.9177533364551198,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
blocks.4.feed_forward.w3.weight,1024,256,256,256,gram_exact,239.85527171608675,66.9754287685197,8.365511894226074,68.46266174316406,1029.6842041015625,0.9369346551409639,adamw,8,MuonExpt3-0.06B-chinchilla-8-adamw-lr1.0e-2-wsd
