param,shape0,shape1,rank_max,n_sigma,method,effective_rank,stable_rank,spectral_norm,frobenius_norm,sigma_sum,erank_over_rankmax,optimizer,chinchilla,run_name
embeddings.weight,100352,256,256,256,gram_exact,245.47537652217332,16.762191804935807,710.7210693359375,2906.27685546875,44253.7734375,0.9588881895397395,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.attention.w_q.weight,256,256,256,256,gram_exact,138.15942637799333,11.443078576675482,6.2201104164123535,21.041109085083008,222.40077209472656,0.5396852592890364,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.attention.w_k.weight,256,256,256,256,gram_exact,141.8296979819463,11.490178593616479,6.297414779663086,21.346389770507812,228.16738891601562,0.5540222577419778,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.attention.w_v.weight,256,256,256,256,gram_exact,198.23144459359781,45.939960421615915,3.809717893600464,25.82186508178711,341.1296691894531,0.7743415804437415,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.attention.w_out.weight,256,256,256,256,gram_exact,188.30791487173684,9.277741706403107,8.563602447509766,26.084171295166016,326.2286376953125,0.735577792467722,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.feed_forward.w1.weight,1024,256,256,256,gram_exact,228.09099704879765,19.068112501062718,14.434890747070312,63.03325271606445,896.55126953125,0.8909804572218658,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.feed_forward.w2.weight,256,1024,256,256,gram_exact,238.21380799672147,11.51790806144568,16.392850875854492,55.6346435546875,820.4459228515625,0.9305226874871932,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.0.feed_forward.w3.weight,1024,256,256,256,gram_exact,237.8319195535522,74.69935287929276,6.355372428894043,54.929100036621094,820.7430419921875,0.9290309357560633,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.attention.w_q.weight,256,256,256,256,gram_exact,149.09985324986883,13.229189373255762,5.672752380371094,20.632801055908203,224.23880004882812,0.5824213017573001,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.attention.w_k.weight,256,256,256,256,gram_exact,158.78055172062585,8.94753891329552,6.603945255279541,19.75399398803711,223.0049591064453,0.6202365301586947,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.attention.w_v.weight,256,256,256,256,gram_exact,189.04030062202514,37.35844808138688,4.325684547424316,26.439218521118164,336.3675231933594,0.7384386743047857,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.attention.w_out.weight,256,256,256,256,gram_exact,188.0553970586465,23.62214056237096,4.943565845489502,24.027008056640625,306.19940185546875,0.7345913947603379,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.feed_forward.w1.weight,1024,256,256,256,gram_exact,232.08564809383952,31.253238645120856,11.321113586425781,63.29051971435547,919.930419921875,0.9065845628665606,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.feed_forward.w2.weight,256,1024,256,256,gram_exact,232.81372399408545,16.052848312707194,13.943955421447754,55.86827850341797,809.7296142578125,0.9094286093518963,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.1.feed_forward.w3.weight,1024,256,256,256,gram_exact,238.60243790809437,76.66459504577497,6.135677814483643,53.723392486572266,805.2078857421875,0.9320407730784936,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.attention.w_q.weight,256,256,256,256,gram_exact,128.82049719105126,18.080234645366335,4.6924285888671875,19.95254135131836,203.32962036132812,0.503205067152544,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.attention.w_k.weight,256,256,256,256,gram_exact,150.0599679241996,12.819197982712058,5.3135786056518555,19.024694442749023,209.7791748046875,0.5861717497039047,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.attention.w_v.weight,256,256,256,256,gram_exact,184.3946750843976,46.077195312136226,3.7240633964538574,25.27898597717285,316.5582275390625,0.7202916995484281,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.attention.w_out.weight,256,256,256,256,gram_exact,180.21467116393902,17.942360934289667,5.505393981933594,23.319963455200195,288.71368408203125,0.7039635592341368,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.feed_forward.w1.weight,1024,256,256,256,gram_exact,232.5319872936328,28.619361492875473,11.232845306396484,60.09278869628906,874.451171875,0.9083280753657531,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.feed_forward.w2.weight,256,1024,256,256,gram_exact,227.93363675936365,25.42983250578326,10.989360809326172,55.417572021484375,792.0552978515625,0.8903657685912643,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.2.feed_forward.w3.weight,1024,256,256,256,gram_exact,239.75946116859254,80.38298260966909,5.855051040649414,52.49480056762695,789.9490356445312,0.9365603951898146,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.attention.w_q.weight,256,256,256,256,gram_exact,98.15119057163531,12.01159683551583,4.271082401275635,14.80251407623291,131.5554656982422,0.38340308817045043,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.attention.w_k.weight,256,256,256,256,gram_exact,95.42215059401661,21.097892545875993,3.86082124710083,17.733678817749023,146.5328369140625,0.3727427757578774,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.attention.w_v.weight,256,256,256,256,gram_exact,181.79247985651986,30.273269306136786,4.351734638214111,23.943723678588867,297.11328125,0.7101268744395307,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.attention.w_out.weight,256,256,256,256,gram_exact,169.30501732463821,17.202351734865168,5.106290817260742,21.178709030151367,253.0357208251953,0.661347723924368,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.feed_forward.w1.weight,1024,256,256,256,gram_exact,231.33047318986607,26.891076188655575,10.702920913696289,55.50212097167969,805.3200073242188,0.9036346608979143,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.feed_forward.w2.weight,256,1024,256,256,gram_exact,238.50357209816983,30.996594083748597,9.96327018737793,55.47053527832031,826.2605590820312,0.9316545785084759,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.3.feed_forward.w3.weight,1024,256,256,256,gram_exact,240.39380752417463,69.12459729275422,6.43282413482666,53.4837532043457,806.6045532226562,0.9390383106413072,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.attention.w_q.weight,256,256,256,256,gram_exact,129.94810144438017,14.56101094317245,5.770472049713135,22.019451141357422,220.5081787109375,0.50760977126711,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.attention.w_k.weight,256,256,256,256,gram_exact,139.27623188941163,27.197832403427185,3.84348464012146,20.044349670410156,208.03530883789062,0.5440477808180142,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.attention.w_v.weight,256,256,256,256,gram_exact,186.14054914438415,55.01191960642655,3.828747034072876,28.397796630859375,361.47576904296875,0.7271115200952506,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.attention.w_out.weight,256,256,256,256,gram_exact,190.70923161622866,21.895140148786275,5.645127773284912,26.414783477783203,343.86553955078125,0.7449579360008932,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.feed_forward.w1.weight,1024,256,256,256,gram_exact,221.96397717515694,27.247116413073066,10.218205451965332,53.33824920654297,750.8199462890625,0.8670467858404568,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.feed_forward.w2.weight,256,1024,256,256,gram_exact,241.803933733123,64.1416083625707,7.105208873748779,56.9049186706543,862.4066162109375,0.9445466161450117,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.4.feed_forward.w3.weight,1024,256,256,256,gram_exact,230.2262413225442,74.17904355007192,6.715063571929932,57.83540344238281,843.9793090820312,0.8993212551661883,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.5.attention.w_q.weight,256,256,256,256,gram_exact,140.791284013835,13.229263685496818,6.392697811126709,23.251445770263672,243.50999450683594,0.549965953179043,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.5.attention.w_k.weight,256,256,256,256,gram_exact,164.1719513088433,16.13767363073183,5.035661220550537,20.22911834716797,233.08724975585938,0.6412966848001691,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
blocks.5.attention.w_v.weight,256,256,256,256,gram_exact,197.74302608693694,44.31493693058283,4.054233551025391,26.98877716064453,356.533447265625,0.7724336956520974,adamw,32,MuonExpt3-0.06B-chinchilla-32-adamw-lr7.0e-3-wsd
