param,shape0,shape1,rank_max,n_sigma,method,effective_rank,stable_rank,spectral_norm,frobenius_norm,sigma_sum,erank_over_rankmax,optimizer,chinchilla,run_name
embeddings.weight,100352,256,256,256,gram_exact,236.6380126515932,30.069616020675834,316.3539733886719,1731.4010009765625,25532.23828125,0.9243672369202859,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.attention.w_q.weight,256,256,256,256,gram_exact,148.6667271239947,14.761402978054344,6.697216033935547,25.731033325195312,275.22747802734375,0.5807294028281043,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.attention.w_k.weight,256,256,256,256,gram_exact,148.5238173366765,7.823072506364732,8.710329055786133,24.362529754638672,257.46209716796875,0.5801711614713926,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.attention.w_v.weight,256,256,256,256,gram_exact,210.10610202464233,68.6494495047824,3.2537357807159424,26.95876693725586,370.699951171875,0.8207269610337591,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.attention.w_out.weight,256,256,256,256,gram_exact,197.6478069040511,22.691449775321033,6.254060745239258,29.791494369506836,389.5866394042969,0.7720617457189496,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.feed_forward.w1.weight,1024,256,256,256,gram_exact,225.32619735289717,11.064300125489517,21.32170867919922,70.92301940917969,990.6112670898438,0.8801804584097546,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.feed_forward.w2.weight,256,1024,256,256,gram_exact,234.632647635116,25.913164601816582,12.20201587677002,62.11470413208008,914.6851806640625,0.9165337798246719,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.0.feed_forward.w3.weight,1024,256,256,256,gram_exact,236.9713882341742,69.85008484650906,6.881328582763672,57.512062072753906,856.035400390625,0.925669485289743,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.attention.w_q.weight,256,256,256,256,gram_exact,150.8483319697112,10.623404372335012,6.486586570739746,21.14205551147461,232.98239135742188,0.5892512967566844,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.attention.w_k.weight,256,256,256,256,gram_exact,152.0557889143721,9.116642214929675,6.508798599243164,19.652509689331055,215.0950927734375,0.593967925446766,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.attention.w_v.weight,256,256,256,256,gram_exact,178.5958446891752,26.508190473294405,5.559040069580078,28.621273040771484,349.2947692871094,0.6976400183170907,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.attention.w_out.weight,256,256,256,256,gram_exact,174.27489371083945,13.002782163840541,6.3388671875,22.85755157470703,273.15289306640625,0.6807613035579666,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.feed_forward.w1.weight,1024,256,256,256,gram_exact,233.6205179525184,33.210262630630325,12.20559310913086,70.33943939208984,1027.3187255859375,0.912580148252025,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.feed_forward.w2.weight,256,1024,256,256,gram_exact,232.59567749712883,30.255704323798486,11.392749786376953,62.666324615478516,912.3763427734375,0.9085768652231595,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.1.feed_forward.w3.weight,1024,256,256,256,gram_exact,237.9790783923108,61.44453392753777,7.967887878417969,62.457855224609375,932.1212768554688,0.9296057749699641,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.2.attention.w_q.weight,256,256,256,256,gram_exact,145.0232829887207,16.55767121658852,5.725196838378906,23.296369552612305,250.63827514648438,0.5664971991746902,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.2.attention.w_k.weight,256,256,256,256,gram_exact,159.34968027361808,16.30568929497573,5.379197120666504,21.721364974975586,247.30886840820312,0.6224596885688206,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.2.attention.w_v.weight,256,256,256,256,gram_exact,187.03039474662546,22.777093626974384,5.979240417480469,28.53608512878418,360.85089111328125,0.7305874794790057,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.2.attention.w_out.weight,256,256,256,256,gram_exact,178.3742348477942,18.801651034841992,5.78204870223999,25.071428298950195,307.2274169921875,0.6967743548741961,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.2.feed_forward.w1.weight,1024,256,256,256,gram_exact,235.99252126062962,27.350763087053558,12.455156326293945,65.13835144042969,961.8817138671875,0.9218457861743344,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
blocks.2.feed_forward.w2.weight,256,1024,256,256,gram_exact,224.0738951767061,19.471434796239002,14.864544868469238,65.59231567382812,920.097900390625,0.8752886530340082,adamw,4,MuonExpt3-0.06B-chinchilla-4-adamw-lr7.0e-3-wsd
