param,shape0,shape1,rank_max,n_sigma,method,effective_rank,stable_rank,spectral_norm,frobenius_norm,sigma_sum,erank_over_rankmax,optimizer,chinchilla,run_name
embeddings.weight,100352,256,256,256,gram_exact,244.26610435094284,10.934488862114549,1347.8153076171875,4451.265625,66853.5078125,0.9541644701208705,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.attention.w_q.weight,256,256,256,256,gram_exact,173.85917908694367,14.989555535062951,9.108743667602539,35.26565170288086,426.3707275390625,0.6791374183083737,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.attention.w_k.weight,256,256,256,256,gram_exact,174.5767415995526,8.993178129931515,11.819814682006836,35.44593048095703,425.67962646484375,0.6819403968732524,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.attention.w_v.weight,256,256,256,256,gram_exact,200.601842097612,52.46551521478794,5.78673791885376,41.915122985839844,561.5361938476562,0.7836009456937969,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.attention.w_out.weight,256,256,256,256,gram_exact,201.50363053090976,22.985120429849452,8.577503204345703,41.12288284301758,551.5609130859375,0.7871235567613662,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.feed_forward.w1.weight,1024,256,256,256,gram_exact,209.15619555033797,42.27508881020888,9.958287239074707,64.7484130859375,865.6077880859375,0.8170163888685077,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.feed_forward.w2.weight,256,1024,256,256,gram_exact,245.12731588873342,71.73674756650742,4.917809009552002,41.65300750732422,639.6992797851562,0.9575285776903649,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.0.feed_forward.w3.weight,1024,256,256,256,gram_exact,235.25631331846628,70.34885228122972,10.294145584106445,86.34212493896484,1276.8009033203125,0.9189699739002589,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.1.attention.w_q.weight,256,256,256,256,gram_exact,160.35431812191024,13.598215070852849,8.511337280273438,31.38610076904297,352.86566162109375,0.6263840551637119,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
blocks.1.attention.w_k.weight,256,256,256,256,gram_exact,168.44588854540729,23.06695540672256,6.374544620513916,30.61562156677246,358.37152099609375,0.6579917521304972,muon,128,MuonExpt3-0.06B-chinchilla-128-muon-muonlr5.0e-3-adamwlr1.0e-2-wsd
